PERIOD_BEGIN,PERIOD_END,PERIOD_DURATION,REGION_TYPE,REGION_TYPE_ID,TABLE_ID,IS_SEASONALLY_ADJUSTED,REGION,CITY,STATE,STATE_CODE,PROPERTY_TYPE,PROPERTY_TYPE_ID,MEDIAN_SALE_PRICE,MEDIAN_SALE_PRICE_MOM,MEDIAN_SALE_PRICE_YOY,MEDIAN_LIST_PRICE,MEDIAN_LIST_PRICE_MOM,MEDIAN_LIST_PRICE_YOY,MEDIAN_PPSF,MEDIAN_PPSF_MOM,MEDIAN_PPSF_YOY,MEDIAN_LIST_PPSF,MEDIAN_LIST_PPSF_MOM,MEDIAN_LIST_PPSF_YOY,HOMES_SOLD,HOMES_SOLD_MOM,HOMES_SOLD_YOY,PENDING_SALES,PENDING_SALES_MOM,PENDING_SALES_YOY,NEW_LISTINGS,NEW_LISTINGS_MOM,NEW_LISTINGS_YOY,INVENTORY,INVENTORY_MOM,INVENTORY_YOY,MONTHS_OF_SUPPLY,MONTHS_OF_SUPPLY_MOM,MONTHS_OF_SUPPLY_YOY,MEDIAN_DOM,MEDIAN_DOM_MOM,MEDIAN_DOM_YOY,AVG_SALE_TO_LIST,AVG_SALE_TO_LIST_MOM,AVG_SALE_TO_LIST_YOY,SOLD_ABOVE_LIST,SOLD_ABOVE_LIST_MOM,SOLD_ABOVE_LIST_YOY,PRICE_DROPS,PRICE_DROPS_MOM,PRICE_DROPS_YOY,OFF_MARKET_IN_TWO_WEEKS,OFF_MARKET_IN_TWO_WEEKS_MOM,OFF_MARKET_IN_TWO_WEEKS_YOY,PARENT_METRO_REGION,PARENT_METRO_REGION_METRO_CODE,LAST_UPDATED,Id
2020-05-01,2020-07-31,90,neighborhood,1,123128,0,"Paterson, NJ - Northside",Paterson,New Jersey,NJ,All Residential,-1,175000.0000,0,0.2269078417,209950.0000,0.05027513757,0.235,85.2719,-0.3160292716,0.1805379062,103.4365,-0.2115507865,-0.09949369484,10,0.2500,-0.3333,14,0.1667,-0.0667,14,0.0769,-0.1250,28,0.03703703704,-0.1250,NULL,NULL,NULL,73.5000,0,-33.5000,0.9936,0.03165739541,0.02850170124,0.2000,0.075,-0.1333333333,NULL,NULL,NULL,0.1429,0.05952380952,0.1428571429,"New York, NY",35614,2025-08-01 14:37:32.7980000 +00:00,9636
2013-02-01,2013-04-30,90,neighborhood,1,764657,0,"Nashville, TN - Highland Heights",Nashville,Tennessee,TN,All Residential,-1,56175.0000,NULL,NULL,56000.0000,NULL,NULL,46.6623,NULL,NULL,55.2010,NULL,NULL,8,0.0000,NULL,8,NULL,NULL,18,NULL,NULL,16,NULL,NULL,NULL,NULL,NULL,113.0000,NULL,NULL,0.9892,NULL,NULL,0.2500,NULL,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,"Nashville, TN",34980,2025-08-01 14:37:32.7980000 +00:00,9637
2014-03-01,2014-05-31,90,neighborhood,1,29328,0,"Chicago, IL - Woodlawn",Chicago,Illinois,IL,Multi-Family (2-4 Unit),4,64900.0000,-0.2625,-0.07285714286,55000.0000,-0.1386061081,0.003466520708,20.9285,-0.3814327442,0.3104207436,21.5003,-0.1197113826,0.2370020748,17,0.7000,0.3077,27,0.2857,0.0800,36,-0.0270,0.0000,37,-0.1590909091,-0.1957,NULL,NULL,NULL,33.0000,15,-74.0000,1.0418,-0.03699396048,0.06904320886,0.4118,0.01176470588,0.1040723982,NULL,NULL,NULL,0.2963,-0.03703703704,0.0562962963,"Chicago, IL",16984,2025-08-01 14:37:32.7980000 +00:00,9638
2020-07-01,2020-09-30,90,neighborhood,1,766366,0,"North Port, FL - Nutmeg",North Port,Florida,FL,Single Family Residential,6,4900.0000,-0.02,0.225,234900.0000,35.138461538,18.575,131.4318,0,NULL,130.3391,0.01913286686,-0.1791293586,5,0.0000,4.0000,5,-0.1667,0.0000,5,-0.2857,0.6667,2,-0.3333333333,-0.6667,NULL,NULL,NULL,88.0000,-219,-41.0000,0.9087,-0.02909090909,-0.0003615350861,0.0000,0,0,NULL,NULL,NULL,0.4000,-0.1,0,"North Port, FL",35840,2025-08-01 14:37:32.7980000 +00:00,9639
2021-08-01,2021-10-31,90,neighborhood,1,207199,0,"Nashville, TN - Sunnyside",Nashville,Tennessee,TN,Multi-Family (2-4 Unit),4,855000.0000,0,0.2076271186,899900.0000,0.02558550345,0.2864903503,291.6098,0,-0.008608978657,275.0306,-0.02925887519,-0.183174016,1,0.0000,0.0000,2,0.0000,0.0000,1,-0.5000,-0.5000,1,0,0.0000,NULL,NULL,NULL,45.0000,0,36.0000,1.0000,0,-0.01142857143,0.0000,0,-1,NULL,NULL,NULL,0.5000,0,-0.5,"Nashville, TN",34980,2025-08-01 14:37:32.7980000 +00:00,9640
2015-03-01,2015-05-31,90,neighborhood,1,95778,0,"Old Jamestown, MO - Villages at Jost Farm",Old Jamestown,Missouri,MO,Single Family Residential,6,114000.0000,NULL,-0.412371134,192900.0000,NULL,-0.0355,76.6644,NULL,0.1855323456,81.1869,NULL,0.2178030303,3,0.0000,2.0000,NULL,NULL,NULL,5,NULL,4.0000,7,NULL,6.0000,NULL,NULL,NULL,70.0000,NULL,-18.0000,1.0162,NULL,0.04615384902,0.6667,NULL,0.6666666667,NULL,NULL,NULL,0.2500,NULL,0.25,"St. Louis, MO",41180,2025-08-01 14:37:32.7980000 +00:00,9641
2024-09-01,2024-11-30,90,neighborhood,1,767635,0,"North Las Vegas, NV - Central District",North Las Vegas,Nevada,NV,Single Family Residential,6,425990.0000,-0.007016317016,0.01426190476,430000.0000,-0.006905471258,-0.01596201156,228.0654,0.002215734741,0.04195333162,224.5632,0.007361893765,0.03408483718,118,-0.0167,0.1132,143,0.0672,0.3000,156,-0.0488,0.2581,105,-0.16,-0.0789,NULL,NULL,NULL,37.0000,12,-1.0000,0.9937,-0.001584643784,-0.0003804729976,0.2034,0.003389830508,-0.07962903742,NULL,NULL,NULL,0.3706,-0.04728107713,0.08881118881,"Las Vegas, NV",29820,2025-08-01 14:37:32.7980000 +00:00,9642
2015-06-01,2015-08-31,90,neighborhood,1,547189,0,"Bakersfield, CA - Fruitvale",Bakersfield,California,CA,All Residential,-1,259000.0000,0,0.009746588694,264900.0000,0.02376811594,0.04703971162,136.6867,0.0005467468562,-0.01533134793,140.3509,-0.002184453088,-0.00978577096,17,0.0000,-0.2273,17,0.0000,-0.2273,39,0.2188,0.5600,29,0.16,1.2308,NULL,NULL,NULL,26.0000,-10,-4.5000,0.9798,0.01098139691,-0.0100822789,0.2353,0.1176470588,0.008021390374,NULL,NULL,NULL,0.0000,0,0,"Bakersfield, CA",12540,2025-08-01 14:37:32.7980000 +00:00,9643
2018-09-01,2018-11-30,90,neighborhood,1,158709,0,"Chicago, IL - West Garfield Park",Chicago,Illinois,IL,All Residential,-1,80000.0000,-0.1160220994,-0.05882352941,110000.0000,-0.1603053435,0.4844804318,33.8164,0,-0.1371357332,43.2390,-0.005374644325,0.1973875181,31,-0.0882,0.4762,41,-0.1633,0.2059,41,-0.1961,0.1714,39,-0.0487804878,0.1143,NULL,NULL,NULL,42.5000,0.5,7.5000,1.0131,0.07319699176,0.0305803414,0.3548,0.09013282732,0.06912442396,NULL,NULL,NULL,0.2683,-0.05823792932,0.003586800574,"Chicago, IL",16984,2025-08-01 14:37:32.7980000 +00:00,9644
2013-07-01,2013-09-30,90,neighborhood,1,765138,0,"Homestead, FL - Waterstone",Homestead,Florida,FL,All Residential,-1,140000.0000,0,0.4141414141,145000.0000,-0.03268845897,0.1558389797,76.7684,0.02262466458,0.2747127986,84.6900,0.04406710189,0.2774415816,56,0.0769,0.0980,77,0.0132,0.6042,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40.0000,NULL,NULL,0.9881,-0.002690442793,0.009589142468,0.3393,-0.04532967033,-0.03326330532,NULL,NULL,NULL,0.2597,0.02289815448,0.2597402597,"Miami, FL",33124,2025-08-01 14:37:32.7980000 +00:00,9645
2017-09-01,2017-11-30,90,neighborhood,1,123324,0,"Hartford, CT - Behind the Rocks",Hartford,Connecticut,CT,All Residential,-1,135000.0000,-0.02138455962,0.5779323242,144900.0000,-0.03335557038,0.1601281025,70.5374,-0.1055202237,0.2447781416,82.1546,-0.02048690794,0.2451170325,21,-0.0455,0.2353,20,-0.0476,0.1765,19,-0.2400,0.0556,20,-0.1666666667,0.0000,NULL,NULL,NULL,55.0000,1.5,18.0000,0.9833,-0.0153947534,-0.02138973425,0.3333,-0.07575757576,0.03921568627,NULL,NULL,NULL,0.0000,0,0,"Hartford, CT",25540,2025-08-01 14:37:32.7980000 +00:00,9646
2022-10-01,2022-12-31,90,neighborhood,1,1488,0,"Riverside, CA - La Sierra",Riverside,California,CA,Condo/Co-op,3,438000.0000,-0.1151515152,-0.04782608696,428000.0000,-0.01382488479,-0.0893597646,336.7633,-0.01332717797,0.1259415256,336.7633,-0.02414347302,0.06116500684,5,0.6667,-0.5000,2,-0.6000,-0.7778,5,-0.1667,0.0000,3,-0.25,NULL,NULL,NULL,NULL,64.0000,20,30.0000,1.0044,-0.00446771881,0.003849865832,0.4000,-0.2666666667,-0.1,NULL,NULL,NULL,0.5000,0.1,-0.05555555556,"Riverside, CA",40140,2025-08-01 14:37:32.7980000 +00:00,9647
2013-09-01,2013-11-30,90,neighborhood,1,67093,0,"Tucson, AZ - Rita Ranch",Tucson,Arizona,AZ,Single Family Residential,6,165913.5000,-0.01241964286,0.1521770833,165000.0000,0.006097560976,0.1007338225,95.0727,-0.005539630596,0.07296325024,99.6905,0.02481843191,0.1012502596,62,-0.1948,-0.1948,96,0.2468,0.2632,87,-0.0440,-0.1122,81,0.06578947368,0.2273,NULL,NULL,NULL,26.0000,7,10.0000,0.9872,0.003044589507,-0.01334831095,0.1774,-0.05634687893,-0.1862170088,NULL,NULL,NULL,0.0938,0.09375,0.08059210526,"Tucson, AZ",46060,2025-08-01 14:37:32.7980000 +00:00,9648
2023-04-01,2023-06-30,90,neighborhood,1,760390,0,"Los Angeles, CA - Hyde Park",Los Angeles,California,CA,All Residential,-1,777500.0000,0.003225806452,-0.1254218223,789000.0000,-0.01373767172,-0.07988284541,552.8176,-0.00305428891,-0.1202451893,565.7087,-0.001842749113,-0.04607465769,48,0.0213,-0.3143,55,-0.0351,-0.2466,66,-0.0435,-0.2500,59,-0.01666666667,-0.1449,NULL,NULL,NULL,49.5000,0.5,10.5000,0.9964,-0.0005299641791,-0.04149944521,0.4167,0.03368794326,-0.2547619048,NULL,NULL,NULL,0.2909,0.04529505582,0.01693648817,"Los Angeles, CA",31084,2025-08-01 14:37:32.7980000 +00:00,9649
2015-08-01,2015-10-31,90,neighborhood,1,191975,0,"West Palm Beach, FL - Golden Lakes",West Palm Beach,Florida,FL,Townhouse,13,68000.0000,0.05426356589,-0.1392405063,81450.0000,0.04423076923,0.1242236025,70.0000,0.07230199097,-0.1050632911,83.5499,0.02435226122,0.1823462675,9,0.1250,2.0000,11,0.0000,0.2222,8,-0.1111,-0.2000,5,-0.1666666667,-0.4444,NULL,NULL,NULL,50.0000,8.5,37.0000,0.9232,-0.01960812643,-0.02497285544,0.0000,-0.125,0,NULL,NULL,NULL,0.4545,0.1818181818,0.2323232323,"West Palm Beach, FL",48424,2025-08-01 14:37:32.7980000 +00:00,9650
2012-06-01,2012-08-31,90,neighborhood,1,101507,0,"Surprise, AZ - Marley Park",Surprise,Arizona,AZ,All Residential,-1,172000.0000,0.01176470588,0.1096774194,179900.0000,0.04653868528,0.08080504656,80.4050,0.0344349062,0.1552490842,83.3971,0.003867800021,0.2400173014,23,-0.2333,-0.2581,22,-0.3529,-0.2903,21,-0.0870,-0.1250,22,0.1578947368,-0.2903,NULL,NULL,NULL,69.0000,2,-31.0000,1.0013,0.001731869986,0.009478953591,0.3043,0.004347826087,0.04628330996,NULL,NULL,NULL,0.1818,-0.08288770053,-0.2375366569,"Phoenix, AZ",38060,2025-08-01 14:37:32.7980000 +00:00,9651
2016-04-01,2016-06-30,90,neighborhood,1,113158,0,"Santa Maria, CA - Pace Park",Santa Maria,California,CA,Single Family Residential,6,314000.0000,0.1544117647,0.1520821868,337000.0000,0.03692307692,0.5674418605,196.4286,-0.02148108754,-0.1432678657,223.0839,0.1531721718,0.34680421,3,0.5000,0.5000,3,0.5000,0.5000,2,1.0000,1.0000,1,0,-0.5000,NULL,NULL,NULL,132.0000,-107,91.0000,1.0274,-0.006023360153,0.02688795365,0.6667,0.1666666667,-0.3333333333,NULL,NULL,NULL,0.0000,0,0,"Santa Maria, CA",42200,2025-08-01 14:37:32.7980000 +00:00,9652
2012-07-01,2012-09-30,90,neighborhood,1,120455,0,"Arvada, CO - Scenic Heights",Arvada,Colorado,CO,All Residential,-1,235000.0000,-0.04839036242,0.04444444444,231066.0000,-0.01674042553,-0.1264045369,100.2743,0.04216445627,0.1130924784,101.7964,-0.0006423061754,0.006356601188,18,-0.1818,-0.2174,26,-0.0370,0.4444,34,-0.0811,0.0968,21,0.4,-0.3636,NULL,NULL,NULL,17.0000,8.5,-36.0000,0.9810,0.003452174559,0.009011610218,0.0000,-0.1363636364,0,NULL,NULL,NULL,0.4615,-0.09401709402,0.2948717949,"Denver, CO",19740,2025-08-01 14:37:32.7980000 +00:00,9653
2020-12-01,2021-02-28,90,neighborhood,1,120214,0,"Boulder, CO - Old North Boulder",Boulder,Colorado,CO,Single Family Residential,6,1068000.0000,0.1398078975,0.1242105263,1174500.0000,0.04446420631,0.2058521561,431.2506,0.01622344395,-0.0005655755193,548.0150,0.2625561413,0.3029848284,8,0.1429,-0.4667,12,0.0909,-0.2500,10,0.0000,-0.1667,7,-0.125,-0.4615,NULL,NULL,NULL,33.0000,-35,-72.0000,1.0155,0.0200950711,0.04526464773,0.5000,0.07142857143,0.3,NULL,NULL,NULL,0.5000,0.1363636364,0.125,"Boulder, CO",14500,2025-08-01 14:37:32.7980000 +00:00,9654
2024-03-01,2024-05-31,90,neighborhood,1,550837,0,"Indianapolis, IN - North Haughville",Indianapolis,Indiana,IN,All Residential,-1,121500.0000,0.3822525597,-0.06466512702,122450.0000,0,-0.05444015444,82.4406,0.07447555744,-0.2085704334,86.0609,0.1388660598,-0.06362022057,22,-0.0435,0.2941,20,-0.2308,0.1111,22,0.2222,0.2941,12,0.2,0.3333,NULL,NULL,NULL,27.0000,-11,14.0000,0.9621,0.006862312796,-0.02064516424,0.0909,0.00395256917,-0.08556149733,NULL,NULL,NULL,0.4500,0.1038461538,-0.05,"Indianapolis, IN",26900,2025-08-01 14:37:32.7980000 +00:00,9655
2014-11-01,2015-01-31,90,neighborhood,1,549026,0,"Melbourne, FL - Oxford Ridge",Melbourne,Florida,FL,All Residential,-1,95000.0000,NULL,NULL,89900.0000,NULL,NULL,69.7504,NULL,NULL,66.4162,NULL,NULL,3,0.0000,NULL,3,NULL,NULL,3,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,60.0000,NULL,NULL,0.9364,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,"Palm Bay, FL",37340,2025-08-01 14:37:32.7980000 +00:00,9656
2023-11-01,2024-01-31,90,neighborhood,1,352438,0,"Luling, LA - Willowridge Estates",Luling,Louisiana,LA,All Residential,-1,391540.0000,0.02901445466,0.1601185185,NULL,NULL,NULL,152.4589,-0.01354192809,0.01107135348,NULL,NULL,NULL,2,0.0000,0.0000,2,0.0000,-0.5000,NULL,NULL,NULL,3,-0.25,0.0000,NULL,NULL,NULL,181.5000,98.5,61.5000,0.9236,-0.03587610567,-0.07070280337,0.0000,0,-0.5,NULL,NULL,NULL,0.0000,0,0,"New Orleans, LA",35380,2025-08-01 14:37:32.7980000 +00:00,9657
2013-05-01,2013-07-31,90,neighborhood,1,345670,0,"Dallas, TX - Piedmont-Scyene",Dallas,Texas,TX,All Residential,-1,68000.0000,0,-0.05555555556,79500.0000,0.1357142857,-0.09142857143,34.9933,0,-0.2870121131,50.0654,0.1314771242,-0.2896527151,7,0.0000,-0.4615,4,-0.4286,-0.6667,7,0.0000,0.7500,4,0,1.0000,NULL,NULL,NULL,24.0000,-4,-28.0000,0.9807,0.01155705584,0.02006864295,0.4286,0.1428571429,0.2747252747,NULL,NULL,NULL,0.5000,-0.2142857143,0.3333333333,"Dallas, TX",19124,2025-08-01 14:37:32.7980000 +00:00,9658
2014-03-01,2014-05-31,90,neighborhood,1,440449,0,"Carmel, IN - Woodland Golf Club",Carmel,Indiana,IN,Single Family Residential,6,222500.0000,-0.11,-0.2845659164,NULL,NULL,NULL,71.3341,-0.1097498396,-0.1862401675,NULL,NULL,NULL,2,1.0000,0.0000,2,1.0000,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,163.0000,101,103.0000,0.9067,-0.05852804896,-0.02599980984,0.0000,0,0,NULL,NULL,NULL,0.0000,0,0,"Indianapolis, IN",26900,2025-08-01 14:37:32.7980000 +00:00,9659
2023-10-01,2023-12-31,90,neighborhood,1,85752,0,"Madison, WI - East Buckeye",Madison,Wisconsin,WI,Multi-Family (2-4 Unit),4,404950.0000,0,NULL,412949.5000,0,NULL,175.6453,0,NULL,179.3939,0,NULL,2,0.0000,NULL,2,0.0000,NULL,2,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12.0000,0,NULL,0.9817,0,NULL,0.0000,0,NULL,NULL,NULL,NULL,1.0000,0,NULL,"Madison, WI",31540,2025-08-01 14:37:32.7980000 +00:00,9660
2013-12-01,2014-02-28,90,neighborhood,1,194119,0,"Jupiter, FL - Pennock Point",Jupiter,Florida,FL,All Residential,-1,1375000.0000,-0.3854748603,-0.45,2200000.0000,-0.1698113208,NULL,190.0000,-0.4532668518,-0.417992,666.1883,0.06856607812,NULL,3,0.5000,2.0000,2,-0.3333,1.0000,4,-0.2000,NULL,5,0,1.5000,NULL,NULL,NULL,210.0000,-165.5,-122.0000,0.8973,0.003724053724,0.1280830281,0.0000,0,0,NULL,NULL,NULL,0.0000,0,0,"West Palm Beach, FL",48424,2025-08-01 14:37:32.7980000 +00:00,9661
2012-10-01,2012-12-31,90,neighborhood,1,351277,0,"Oak Lawn, IL - Downtown Oak Lawn",Oak Lawn,Illinois,IL,Townhouse,13,89250.0000,0,-0.3844827586,39500.0000,0,NULL,50.1404,0,-0.5850445564,31.2500,0,NULL,2,0.0000,1.0000,2,-0.3333,NULL,1,0.0000,NULL,4,0,1.0000,NULL,NULL,NULL,103.0000,0,-197.0000,0.7139,0,-0.2599227906,0.0000,0,0,NULL,NULL,NULL,0.0000,0,NULL,"Chicago, IL",16984,2025-08-01 14:37:32.7980000 +00:00,9662
2018-04-01,2018-06-30,90,neighborhood,1,761785,0,"Columbia, MO - Katy Lake Estates",Columbia,Missouri,MO,All Residential,-1,227400.0000,0.1375687844,-0.1730909091,256950.0000,0.03860145513,-0.08199356913,101.7502,-0.08175394515,0.1211023598,116.6394,-0.00433516262,0.1917446049,4,0.3333,-0.4286,4,0.3333,-0.4286,4,1.0000,0.0000,5,0.25,1.5000,NULL,NULL,NULL,251.5000,26.5,202.5000,NULL,NULL,NULL,0.0000,0,0,NULL,NULL,NULL,0.0000,0,0,"Columbia, MO",17860,2025-08-01 14:37:32.7980000 +00:00,9663
2023-05-01,2023-07-31,90,neighborhood,1,388623,0,"Winston-Salem, NC - Forest Park",Winston-Salem,North Carolina,NC,Single Family Residential,6,96000.0000,-0.0351758794,0.05494505495,139900.0000,0.5206521739,0.399,115.5940,-0.126179741,0.1919826374,186.5333,0.6260178096,0.8258321569,2,-0.5000,-0.6667,3,0.0000,-0.5714,1,-0.5000,-0.8889,1,0,-0.8000,NULL,NULL,NULL,329.0000,306,312.0000,1.0354,0.07994163574,0.05684305784,0.5000,0.5,0.3333333333,NULL,NULL,NULL,0.3333,0,-0.380952381,"Winston-Salem, NC",49180,2025-08-01 14:37:32.7980000 +00:00,9664
2013-04-01,2013-06-30,90,neighborhood,1,146842,0,"Newnan, GA - Summergrove",Newnan,Georgia,GA,Single Family Residential,6,243750.0000,0.1403508772,0.3341543514,219900.0000,-0.03973799127,0.07320644217,93.9832,0.002100523184,0.07842786801,98.2099,-0.01684372571,0.1664367724,46,0.3529,0.0222,72,0.1250,0.4400,74,0.2333,0.2131,66,0.1,-0.1316,NULL,NULL,NULL,61.0000,-7,-54.0000,0.9601,-5.501433966E-05,-0.00556013606,0.0870,-0.03069053708,-0.00193236715,NULL,NULL,NULL,0.3194,0.006944444444,0.2794444444,"Atlanta, GA",12060,2025-08-01 14:37:32.7980000 +00:00,9665
2016-10-01,2016-12-31,90,neighborhood,1,157889,0,"Rockford, IL - Coronado Haskell",Rockford,Illinois,IL,All Residential,-1,11800.0000,NULL,-0.0888030888,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0.0000,-0.5000,1,NULL,-0.5000,NULL,NULL,NULL,2,NULL,-0.6000,NULL,NULL,NULL,13.0000,NULL,-44.5000,0.6378,NULL,-0.130618538,0.0000,NULL,0,NULL,NULL,NULL,0.0000,NULL,0,"Rockford, IL",40420,2025-08-01 14:37:32.7980000 +00:00,9666
2014-11-01,2015-01-31,90,neighborhood,1,547593,0,"Somerset, MA - Somerset Historic Village",Somerset,Massachusetts,MA,Single Family Residential,6,237000.0000,-0.08494208494,-0.2707692308,299900.0000,0.1111522786,0.1765398195,143.4625,-0.01135645857,-0.09974202623,164.4958,0.02399790754,0.130952881,5,-0.2857,1.5000,5,0.0000,4.0000,5,-0.1667,0.2500,9,-0.25,-0.1818,NULL,NULL,NULL,175.0000,-24,-60.5000,0.9670,-0.01309766522,0.00948922252,0.0000,-0.1428571429,0,NULL,NULL,NULL,0.0000,0,0,"Providence, RI",39300,2025-08-01 14:37:32.7980000 +00:00,9667
2021-10-01,2021-12-31,90,neighborhood,1,112141,0,"San Jose, CA - Palmar-Borello",San Jose,California,CA,All Residential,-1,1585000.0000,0,0.2455795678,1363975.0000,-0.04483543417,-0.01660057678,1013.6941,0.0006184254647,0.438358751,876.0855,-0.08158263305,0.07315306421,4,1.0000,1.0000,4,0.3333,0.3333,4,0.3333,1.0000,NULL,NULL,NULL,NULL,NULL,NULL,6.5000,0,-30.0000,1.1813,0.01793701529,0.1786680936,1.0000,0,0.5,NULL,NULL,NULL,1.0000,0,0.3333333333,"San Jose, CA",41940,2025-08-01 14:37:32.7980000 +00:00,9668
2025-04-01,2025-06-30,90,neighborhood,1,206839,0,"Lexington, MA - Peacock Farms",Lexington,Massachusetts,MA,All Residential,-1,2600000.0000,0.1818181818,1.26283725,2020000.0000,-0.1179039301,0.5538461538,850.7853,0.1792790642,0.4113114523,819.4553,0.01520215531,0.1964047806,1,-0.5000,0.0000,1,0.0000,NULL,2,0.0000,1.0000,1,0,0.0000,NULL,NULL,NULL,23.0000,9.5,-1.0000,0.9319,-0.08316549343,-0.06810035842,0.0000,-0.5,0,NULL,NULL,NULL,1.0000,0,NULL,"Boston, MA",14454,2025-08-01 14:37:32.7980000 +00:00,9669
2015-09-01,2015-11-30,90,neighborhood,1,547076,0,"Martinez, CA - Hidden Valley",Martinez,California,CA,All Residential,-1,447500.0000,-0.06770833333,-0.1556603774,617450.0000,0.2944444444,0.01229608984,312.1383,0.03633014408,0.02220982599,323.5756,0.02700594417,0.09041704897,10,-0.0909,-0.2308,12,-0.2000,-0.2500,14,-0.1250,-0.1765,5,-0.1666666667,-0.5000,NULL,NULL,NULL,31.5000,15.5,11.5000,0.9931,-0.002161027658,-0.02265947608,0.6000,0.1454545455,-0.01538461538,NULL,NULL,NULL,0.3333,0.06666666667,-0.04166666667,"Oakland, CA",36084,2025-08-01 14:37:32.7980000 +00:00,9670
2016-11-01,2017-01-31,90,neighborhood,1,110463,0,"Chula Vista, CA - Central Chula Vista",Chula Vista,California,CA,All Residential,-1,392000.0000,-0.007594936709,0.07692307692,432500.0000,0.0059309222,0.2200282087,269.5554,-0.08800412681,0.05232672491,305.8748,-0.0781074579,0.1216609169,36,-0.1818,-0.0526,36,-0.2174,-0.1628,34,-0.0556,0.0000,22,0.1,0.2222,NULL,NULL,NULL,20.5000,-0.5,-43.5000,0.9714,-0.001881543696,-0.01841940677,0.2778,0.005050505051,-0.06432748538,NULL,NULL,NULL,0.3611,0.07850241546,0.1983204134,"San Diego, CA",41740,2025-08-01 14:37:32.7980000 +00:00,9671
2014-01-01,2014-03-31,90,neighborhood,1,130077,0,"Palm Harbor, FL - Gleneagles",Palm Harbor,Florida,FL,Condo/Co-op,3,51149.5000,-0.279584507,0.2787375,69900.0000,0.4008016032,0.5100942999,53.6584,-0.2064597118,0.06482190255,66.5714,0.1473232179,0.3083070961,8,-0.1111,0.6000,6,-0.3333,0.2000,7,0.4000,0.1667,7,0,0.0000,NULL,NULL,NULL,116.0000,42,58.0000,0.9453,-0.02423618955,0.06499663331,0.1250,-0.09722222222,-0.075,NULL,NULL,NULL,0.0000,0,0,"Tampa, FL",45300,2025-08-01 14:37:32.7980000 +00:00,9672
2022-03-01,2022-05-31,90,neighborhood,1,117417,0,"Chico, CA - Southwest Chico",Chico,California,CA,Single Family Residential,6,450000.0000,0,0.6071428571,429000.0000,0.03373493976,0.2654867257,344.9454,0.1402360352,0.03859910581,324.1877,-0.009163193476,-0.1794894732,7,0.0000,0.4000,6,-0.2500,0.5000,7,0.0000,6.0000,3,0.5,2.0000,NULL,NULL,NULL,9.0000,3,-48.0000,1.0540,0.01103949649,0.05608925346,0.7143,0,0.5142857143,NULL,NULL,NULL,0.8333,0.08333333333,0.3333333333,"Chico, CA",17020,2025-08-01 14:37:32.7980000 +00:00,9673
2021-06-01,2021-08-31,90,neighborhood,1,763220,0,"Holyoke, MA - Elmwood",Holyoke,Massachusetts,MA,Single Family Residential,6,232500.0000,0.09411764706,0.150990099,234900.0000,0,0.1750875438,155.4226,0.03287471048,0.09171588901,163.6161,0.02432827288,0.2198705383,8,0.0000,0.1429,7,0.0000,0.0000,9,0.0000,-0.3077,4,0,-0.6000,NULL,NULL,NULL,19.0000,-0.5,-65.0000,1.0571,-0.01067635306,0.05005396234,1.0000,0.125,0.2857142857,NULL,NULL,NULL,0.5714,-0.2857142857,0.5714285714,"Springfield, MA",44140,2025-08-01 14:37:32.7980000 +00:00,9674
2016-03-01,2016-05-31,90,neighborhood,1,765504,0,"Grand Island, NE - Lincoln",Grand Island,Nebraska,NE,Single Family Residential,6,109000.0000,-0.08016877637,NULL,39900.0000,-0.6469026549,NULL,46.5291,-0.08549349506,NULL,38.4393,-0.210509498,NULL,4,1.0000,NULL,4,1.0000,NULL,1,-0.5000,NULL,2,-0.3333333333,NULL,NULL,NULL,NULL,67.0000,0,NULL,0.9790,-0.02132167278,NULL,0.2500,-0.25,NULL,NULL,NULL,NULL,0.2500,0.25,NULL,"Grand Island, NE",24260,2025-08-01 14:37:32.7980000 +00:00,9675
2024-12-01,2025-02-28,90,neighborhood,1,550722,0,"West Valley City, UT - East Granger",West Valley City,Utah,UT,Multi-Family (2-4 Unit),4,494000.0000,-0.1091073039,0.2048780488,549000.0000,0.03692804871,0.07132403161,285.8796,0.01392193177,0.1728395062,377.0604,0.1219704095,0.6039481034,1,-0.5000,-0.6667,NULL,NULL,NULL,1,-0.5000,-0.5000,NULL,NULL,NULL,NULL,NULL,NULL,37.0000,-20.5,-8.0000,0.9688,-0.007588442372,-0.04002132893,0.0000,0,-0.6666666667,NULL,NULL,NULL,NULL,NULL,NULL,"Salt Lake City, UT",41620,2025-08-01 14:37:32.7980000 +00:00,9676
